associated_gene	Sample	cyclo_count	noncyclo_count	Cyclo_TPM	Noncyclo_TPM	total_cyclo	total_noncyclo	H0_cyclo_count	H1_cyclo_count	H2_cyclo_count	H0_noncyclo_count	H1_noncyclo_count	H2_noncyclo_count	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	Avg_Noncyclo_TPM	SD_Noncyclo_TPM	Noncyclo_TPM_Z_Score	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes
HARS1	Patient4	0	453	0.0	312413.7931034483	0	1450	0	0	0	145	152	156	16.0	20.0	0.0	350427.35042735044	0.0	343215.6738910269	343215.6738910269	93444.101746714	-0.3296289462021796	-41.539259315262214	0.2135139963417776	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient8	0	410	0.0	301692.4208977189	0	1359	0	0	0	143	138	129	16.0	21.0	0.0	350427.35042735044	0.0	343215.6738910269	343215.6738910269	93444.101746714	-0.44436462245481567	-40.61132083844117	0.2783957529232692						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
SRSF6	Patient1	0	95	0.0	55329.062317996504	0	1717	0	0	0	34	29	32	16.0	19.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-0.4728254034702839	-80.09120853889627	0.140858703411235						
SRSF6	Patient14	0	44	0.0	25761.124121779856	0	1708	0	0	0	17	14	13	16.0	24.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-0.9286404040980509	-62.38461786710941	0.7216774261388889	1.0	1.0	1.0	1.0	1.0	
SRSF6	Patient16	0	54	0.0	42486.231313926044	0	1271	0	0	0	21	17	16	16.0	22.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-0.6708086034937377	-73.97337803391744	0.34153824503682195						
SRSF6	Patient17	0	25	0.0	20374.89812550937	0	1227	0	0	0	9	6	10	16.0	27.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-1.0116736744457775	-56.9515104801113	0.8998964041145046	1.0	1.0	1.0	1.0	1.0	
SRSF6	Patient18	0	82	0.0	59120.403749098776	0	1387	0	0	0	24	32	26	16.0	17.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-0.4143786397720601	-81.62642093706809	0.09050004765699135						
SRSF6	Patient19	0	31	0.0	20025.83979328165	0	1548	0	0	0	12	11	8	16.0	28.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-1.0170547065240931	-56.55125616885831	0.9130257073291894						
SRSF6	Patient2	0	62	0.0	57142.857142857145	0	1085	0	0	0	23	23	16	16.0	18.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-0.4448642083492024	-80.8383657295214	0.1163501521503119						
SRSF6	Patient20	0	81	0.0	46605.29344073648	0	1738	0	0	0	27	25	29	16.0	21.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-0.6073097455937253	-76.11676172483693	0.2712301094532306						
SRSF6	Patient22	0	43	0.0	20417.853751187085	0	2106	0	0	0	11	17	15	16.0	26.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-1.011011476817545	-57.000291841185216	0.8982962582503426	1.0	1.0	1.0	1.0	1.0	
SRSF6	Patient23	0	18	0.0	15530.629853321829	0	1159	0	0	0	7	6	5	16.0	30.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-1.0863522039690423	-50.66316348479008	1.1061692963720953	1.0	1.0	1.0	1.0	1.0	
SRSF6	Patient24	0	41	0.0	24683.925346177002	0	1661	0	0	0	14	13	14	16.0	25.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-0.9452463425073943	-61.39523565142353	0.7541315402851972						
SRSF6	Patient27	0	45	0.0	31271.716469770672	0	1439	0	0	0	15	12	18	16.0	23.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-0.8436899203040811	-66.87468605013376	0.5743924001638064						
SRSF6	Patient29	0	35	0.0	18847.60366182014	0	1857	0	0	0	13	9	13	16.0	29.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-1.035218221999464	-55.1467359015705	0.9590973471390504	1.0	1.0	1.0	1.0	1.0	
SRSF6	Patient3	0	172	0.0	85190.68845963349	0	2019	0	0	0	59	57	56	16.0	13.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-0.012482952530027298	-89.4812299993792	-0.21625686492858218						
SRSF6	Patient30	0	127	0.0	70243.36283185841	0	1808	0	0	0	39	45	43	16.0	14.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-0.242908733157488	-85.04251719904855	-0.07065641891212902						
SRSF6	Patient31	0	125	0.0	67276.64155005381	0	1858	0	0	0	43	37	45	16.0	16.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-0.28864327352192914	-84.15061084659538	-0.03369919428203242						
SRSF6	Patient4	0	100	0.0	68965.51724137932	0	1450	0	0	0	37	32	31	16.0	15.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-0.2626078134505111	-84.62012236587128	-0.05680085337495939						
SRSF6	Patient6	0	77	0.0	48064.91885143571	0	1602	0	0	0	30	22	25	16.0	20.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-0.5848083742407744	-76.83107924843586	0.24779877818403387						
SRSF6	Patient9	0	3	0.0	1742.1602787456445	0	1722	0	0	0	2	0	1	16.0	31.0	0.0	67276.64155005381	0.0	86000.43620467439	86000.43620467439	64868.28681700796	-1.2989132295665449	50.66316348479008	4.429916306739797	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient10	0	741	0.0	531563.8450502153	0	1394	0	0	0	237	269	235	16.0	19.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-0.3624130629387027	-6.2592364622288255	0.35847141743229516						
VTA1	Patient15	0	1275	0.0	495530.5091333074	0	2573	0	0	0	421	433	421	16.0	25.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-0.7561297881560479	-4.3248291842008095	0.8063700957784147						
VTA1	Patient16	0	567	0.0	446105.4287962235	0	1271	0	0	0	204	184	179	16.0	29.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-1.2961708439937318	-1.4292255789477621	1.476827161639555	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient17	0	645	0.0	525672.3716381418	0	1227	0	0	0	196	239	210	16.0	20.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-0.4267859987072783	-5.952099611023489	0.4295868393441158						
VTA1	Patient18	0	699	0.0	503965.39293439075	0	1387	0	0	0	217	256	226	16.0	21.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-0.6639663860383691	-4.789969401089994	0.6986700830889071	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient20	0	862	0.0	495972.38204833143	0	1738	0	0	0	278	308	276	16.0	23.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-0.7513016823856943	-4.349392043087705	0.8006827350262063	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient21	0	737	0.0	554969.8795180722	0	1328	0	0	0	247	240	250	16.0	16.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-0.10666801445750305	-7.4394770880740575	0.002183447678908416						
VTA1	Patient23	0	581	0.0	501294.21915444353	0	1159	0	0	0	221	193	167	16.0	22.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-0.6931528536902241	-4.643515673411066	0.732580434756486						
VTA1	Patient24	0	804	0.0	484045.7555689343	0	1661	0	0	0	285	266	253	16.0	27.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-0.8816174636163558	-3.678611551516398	0.9559973365828272	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient25	0	856	0.0	439876.67009249737	0	1946	0	0	0	292	278	286	16.0	30.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-1.3642291132767976	-1.0417368288041762	1.5665475121751615	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient26	0	695	0.0	473110.9598366235	0	1469	0	0	0	245	218	232	16.0	28.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-1.0010960480186921	-3.048928542549131	1.1017960991789644						
VTA1	Patient3	0	1000	0.0	495294.7003467063	0	2019	0	0	0	328	336	336	16.0	26.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-0.7587063429177867	-4.311712066036951	0.8094072741203465	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient5	0	676	0.0	423558.8972431078	0	1596	0	0	0	212	225	239	16.0	31.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-1.5425245701258976	1.041736828804175	2.0489614837370596	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient6	0	866	0.0	540574.2821473158	0	1602	0	0	0	276	292	298	16.0	17.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-0.2639609020056182	-6.7224496303854595	0.2512175996006243						
VTA1	Patient7	0	856	0.0	495944.3800695249	0	1726	0	0	0	299	258	299	16.0	24.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-0.7516076448261613	-4.3478361169332	0.8010429990079038	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient8	0	726	0.0	534216.3355408389	0	1359	0	0	0	253	223	250	16.0	18.0	0.0	554969.8795180722	0.0	564732.2394849113	564732.2394849113	91520.96827234412	-0.33343073745968826	-6.396407568446616	0.3267103928124665	1.0	1.0	1.0	1.0	1.0	
novelGene_SRSF6_AS	Patient1	0	0	0.0	0.0	0	1717	0	0	0	0	0	0	16.0	31.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-1.3224279104275183	118.7979612170238	5.344890261863784	1.0	1.0	1.0	1.0	1.0	
novelGene_SRSF6_AS	Patient10	0	3	0.0	2152.080344332855	0	1394	0	0	0	1	0	2	16.0	25.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-0.8229572540253286	-133.9719459505712	0.24747759773656433						
novelGene_SRSF6_AS	Patient11	0	6	0.0	4389.1733723482075	0	1367	0	0	0	1	3	2	16.0	15.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-0.303756227874991	-146.24699162069228	-0.0017130230631758646						
novelGene_SRSF6_AS	Patient12	0	2	0.0	1116.6945840312674	0	1791	0	0	0	0	1	1	16.0	29.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-1.063257206900754	-122.52697367405366	0.4782793861164772	1.0	1.0	1.0	1.0	1.0	
novelGene_SRSF6_AS	Patient13	0	2	0.0	901.7132551848512	0	2218	0	0	0	0	0	2	16.0	30.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-1.113151657038684	-118.7979612170238	0.5534794585307502						
novelGene_SRSF6_AS	Patient14	0	6	0.0	3512.88056206089	0	1708	0	0	0	2	0	4	16.0	20.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-0.5071327171902204	-142.52247185917926	0.07504584136222707						
novelGene_SRSF6_AS	Patient16	0	3	0.0	2360.346184107002	0	1271	0	0	0	1	0	2	16.0	24.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-0.7746213840509233	-135.58373740444705	0.21497386237905097						
novelGene_SRSF6_AS	Patient22	0	6	0.0	2849.002849002849	0	2106	0	0	0	1	2	3	16.0	23.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-0.6612103463015426	-138.86708136288206	0.14876123737968616						
novelGene_SRSF6_AS	Patient25	0	6	0.0	3083.247687564234	0	1946	0	0	0	4	1	1	16.0	22.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-0.6068450789530554	-140.2459245571891	0.12095518705010226						
novelGene_SRSF6_AS	Patient28	0	5	0.0	4159.733777038269	0	1202	0	0	0	0	0	5	16.0	18.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-0.3570062589790264	-145.47208981546262	0.015563207162710334						
novelGene_SRSF6_AS	Patient29	0	8	0.0	4308.023694130317	0	1857	0	0	0	5	0	3	16.0	17.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-0.3225900428638459	-146.08341183524362	0.0032351549811451543						
novelGene_SRSF6_AS	Patient3	0	7	0.0	3467.0629024269438	0	2019	0	0	0	3	1	3	16.0	21.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-0.5177664170855063	-142.29335986883493	0.07966616335455295						
novelGene_SRSF6_AS	Patient4	0	6	0.0	4137.931034482759	0	1450	0	0	0	4	1	1	16.0	19.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-0.3620664000486873	-145.38037561541717	0.017412735573867473						
novelGene_SRSF6_AS	Patient5	0	7	0.0	4385.964912280701	0	1596	0	0	0	2	3	2	16.0	16.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-0.3045008709177926	-146.24068102873355	-0.0015221319179698628						
novelGene_SRSF6_AS	Patient6	0	2	0.0	1248.4394506866417	0	1602	0	0	0	1	0	1	16.0	27.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-1.032680887945349	-124.47208689326936	0.439053811886166	1.0	1.0	1.0	1.0	1.0	
novelGene_SRSF6_AS	Patient7	0	3	0.0	1738.1228273464658	0	1726	0	0	0	3	0	0	16.0	26.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-0.9190315633680441	-130.24467579095094	0.3226425346041267						
novelGene_SRSF6_AS	Patient8	0	6	0.0	4415.0110375275935	0	1359	0	0	0	3	2	1	16.0	14.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-0.29775963224554275	-146.3493139951249	-0.003776478215337496						
novelGene_SRSF6_AS	Patient9	0	2	0.0	1161.4401858304298	0	1722	0	0	0	1	0	1	16.0	28.0	0.0	4385.964912280701	0.0	5697.974598404766	5697.974598404766	4308.722277770671	-1.0528723180834794	-123.21219458095382	0.4644610729806429						
