associated_gene	Sample	cyclo_count	noncyclo_count	Cyclo_TPM	Noncyclo_TPM	total_cyclo	total_noncyclo	H0_cyclo_count	H1_cyclo_count	H2_cyclo_count	H0_noncyclo_count	H1_noncyclo_count	H2_noncyclo_count	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	NoncycloHaplotypeDifference	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes
HARS1	Patient19	0	582	0.0	375968.992248062	0	1548	0	0	0	187	208	187	16.0	11.0	0.0	350427.35042735044	0.0	343215.6738910269	0.053164556962025315	1.3177519586317112	0.7309545212599526						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient2	0	71	0.0	65437.78801843317	0	1085	0	0	0	24	28	19	16.0	31.0	0.0	350427.35042735044	0.0	343215.6738910269	0.19148936170212766	2.9775534635837335	2.6623932766336633	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient20	0	781	0.0	449367.08860759495	0	1738	0	0	0	277	270	234	16.0	4.0	0.0	350427.35042735044	0.0	343215.6738910269	0.07142857142857142	1.8460168761753708	1.3456734089124942	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient21	0	461	0.0	347138.5542168675	0	1328	0	0	0	162	153	146	16.0	18.0	0.0	350427.35042735044	0.0	343215.6738910269	0.023411371237458192	0.5519472591030681	-0.21131003789920683						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient22	0	738	0.0	350427.35042735044	0	2106	0	0	0	273	234	231	16.0	16.0	0.0	350427.35042735044	0.0	343215.6738910269	0.0064516129032258064	0.1642486765723569	-0.6624580007545084						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient23	0	545	0.0	470232.9594477998	0	1159	0	0	0	193	162	190	16.0	3.0	0.0	350427.35042735044	0.0	343215.6738910269	-0.07954545454545454	1.93467771118689	1.4488441629539497						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient24	0	805	0.0	484647.80252859724	0	1661	0	0	0	241	277	287	16.0	2.0	0.0	350427.35042735044	0.0	343215.6738910269	-0.01773049645390071	0.46597023467255716	-0.31135775840154556						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient25	0	738	0.0	379239.4655704008	0	1946	0	0	0	227	263	248	16.0	10.0	0.0	350427.35042735044	0.0	343215.6738910269	0.029354207436399216	0.7592916558403852	0.0810985782867698	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient26	0	547	0.0	372362.15112321306	0	1469	0	0	0	205	168	174	16.0	13.0	0.0	350427.35042735044	0.0	343215.6738910269	-0.017543859649122806	0.42368462160820436	-0.3605636855100336						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient27	0	534	0.0	371091.03544127865	0	1439	0	0	0	180	171	183	16.0	14.0	0.0	350427.35042735044	0.0	343215.6738910269	-0.03389830508474576	0.82387432220042	0.15625061566050802						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient28	0	246	0.0	204658.90183028285	0	1202	0	0	0	88	86	72	16.0	29.0	0.0	350427.35042735044	0.0	343215.6738910269	0.08860759493670886	1.8487252188311263	1.3488249893590425	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient29	0	544	0.0	292945.6112008616	0	1857	0	0	0	186	181	177	16.0	22.0	0.0	350427.35042735044	0.0	343215.6738910269	0.0111731843575419	0.2720013927231452	-0.5370708557558472						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient3	0	838	0.0	415056.9588905399	0	2019	0	0	0	297	276	265	16.0	7.0	0.0	350427.35042735044	0.0	343215.6738910269	0.02033271719038817	0.5307842339771698	-0.2359365289507914						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient30	0	512	0.0	283185.8407079646	0	1808	0	0	0	190	166	156	16.0	26.0	0.0	350427.35042735044	0.0	343215.6738910269	0.031055900621118012	0.7421475967930852	0.061148783103683955						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient31	0	537	0.0	289020.45209903124	0	1858	0	0	0	185	174	178	16.0	24.0	0.0	350427.35042735044	0.0	343215.6738910269	-0.011363636363636364	0.2758169376699387	-0.5326308722029222						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient4	0	453	0.0	312413.7931034483	0	1450	0	0	0	145	152	156	16.0	20.0	0.0	350427.35042735044	0.0	343215.6738910269	-0.012987012987012988	0.3077964878366442	-0.49541766183583175						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient5	0	559	0.0	350250.62656641606	0	1596	0	0	0	185	191	183	16.0	17.0	0.0	350427.35042735044	0.0	343215.6738910269	0.0213903743315508	0.5247839750240495	-0.24291876908598733						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient6	0	657	0.0	410112.3595505618	0	1602	0	0	0	202	234	221	16.0	8.0	0.0	350427.35042735044	0.0	343215.6738910269	0.02857142857142857	0.7249297745485723	0.031095337796846784						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient7	0	605	0.0	350521.436848204	0	1726	0	0	0	184	216	205	16.0	15.0	0.0	350427.35042735044	0.0	343215.6738910269	0.026128266033254157	0.6542677637905991	-0.09224412090053087						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient8	0	410	0.0	301692.4208977189	0	1359	0	0	0	143	138	129	16.0	21.0	0.0	350427.35042735044	0.0	343215.6738910269	0.033707865168539325	0.7784476815337185	0.103389611469143						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient9	0	592	0.0	343786.29500580725	0	1722	0	0	0	214	183	195	16.0	19.0	0.0	350427.35042735044	0.0	343215.6738910269	-0.031746031746031744	0.7804303140100328	0.10569671457212927						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
SRSF6	Patient1	0	95	0.0	55329.062317996504	0	1717	0	0	0	34	29	32	16.0	19.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.04918032786885246	0.8154972823502045	0.1120420088620111						
SRSF6	Patient10	0	248	0.0	177905.30846484934	0	1394	0	0	0	84	81	83	16.0	3.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.012195121951219513	0.25578837207947236	-0.648138326558132						
SRSF6	Patient11	0	299	0.0	218727.139722019	0	1367	0	0	0	94	114	91	16.0	2.0	0.0	67276.64155005381	0.0	86000.43620467439	0.11219512195121951	2.4722403981592	2.113023676793932	1.0	1.0	1.0	1.0	1.0	
SRSF6	Patient12	0	223	0.0	124511.44611948633	0	1791	0	0	0	73	73	77	16.0	10.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.02666666666666667	0.5490204897745976	-0.29397835670047107						
SRSF6	Patient13	0	387	0.0	174481.51487826873	0	2218	0	0	0	129	130	128	16.0	5.0	0.0	67276.64155005381	0.0	86000.43620467439	0.007751937984496124	0.17781516622450336	-0.742312827129084						
SRSF6	Patient14	0	44	0.0	25761.124121779856	0	1708	0	0	0	17	14	13	16.0	24.0	0.0	67276.64155005381	0.0	86000.43620467439	0.037037037037037035	0.4732809301866656	-0.3854551033527033						
SRSF6	Patient15	0	294	0.0	114263.505635445	0	2573	0	0	0	96	97	101	16.0	11.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.020202020202020204	0.44033211565105623	-0.425250031870423						
SRSF6	Patient16	0	54	0.0	42486.231313926044	0	1271	0	0	0	21	17	16	16.0	22.0	0.0	67276.64155005381	0.0	86000.43620467439	0.030303030303030304	0.4159716359419832	-0.4546721389277867						
SRSF6	Patient17	0	25	0.0	20374.89812550937	0	1227	0	0	0	9	6	10	16.0	27.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.25	2.6083067863187726	2.2773619774821863	1.0	1.0	1.0	1.0	1.0	
SRSF6	Patient18	0	82	0.0	59120.403749098776	0	1387	0	0	0	24	32	26	16.0	17.0	0.0	67276.64155005381	0.0	86000.43620467439	0.10344827586206896	1.6959242614918952	1.175404354179467						
SRSF6	Patient19	0	31	0.0	20025.83979328165	0	1548	0	0	0	12	11	8	16.0	28.0	0.0	67276.64155005381	0.0	86000.43620467439	0.15789473684210525	1.7630492122974226	1.2564765462055103						
SRSF6	Patient2	0	62	0.0	57142.857142857145	0	1085	0	0	0	23	23	16	16.0	18.0	0.0	67276.64155005381	0.0	86000.43620467439	0.1794871794871795	2.6294858040502684	2.3029415774944875						
SRSF6	Patient20	0	81	0.0	46605.29344073648	0	1738	0	0	0	27	25	29	16.0	21.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.07407407407407407	1.1881015745479733	0.5620661260386904						
SRSF6	Patient21	0	122	0.0	91867.46987951807	0	1328	0	0	0	37	41	44	16.0	12.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.03529411764705882	0.6379630438795919	-0.18655529360463813						
SRSF6	Patient22	0	43	0.0	20417.853751187085	0	2106	0	0	0	11	17	15	16.0	26.0	0.0	67276.64155005381	0.0	86000.43620467439	0.0625	0.8496250072115619	0.15326080202564216	1.0	1.0	1.0	1.0	1.0	
SRSF6	Patient23	0	18	0.0	15530.629853321829	0	1159	0	0	0	7	6	5	16.0	30.0	0.0	67276.64155005381	0.0	86000.43620467439	0.09090909090909091	0.7693513741166161	0.02844083175943699						
SRSF6	Patient24	0	41	0.0	24683.925346177002	0	1661	0	0	0	14	13	14	16.0	25.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.037037037037037035	0.4732809301866658	-0.38545510335270305						
SRSF6	Patient25	0	346	0.0	177800.61664953752	0	1946	0	0	0	114	115	117	16.0	4.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.008620689655172414	0.19379395347369183	-0.7230139629561684						
SRSF6	Patient26	0	201	0.0	136827.7739959156	0	1469	0	0	0	64	65	72	16.0	9.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.051094890510948905	1.032269925563111	0.37385573305326364						
SRSF6	Patient27	0	45	0.0	31271.716469770672	0	1439	0	0	0	15	12	18	16.0	23.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.2	2.6864627139802457	2.37175716584816	1.0	1.0	1.0	1.0	1.0	
SRSF6	Patient28	0	165	0.0	137271.2146422629	0	1202	0	0	0	62	47	56	16.0	8.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.08737864077669903	1.6577674493437595	1.1293193088356335						
SRSF6	Patient29	0	35	0.0	18847.60366182014	0	1857	0	0	0	13	9	13	16.0	29.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.18181818181818182	2.1647277416177584	1.741615953698609	1.0	1.0	1.0	1.0	1.0	
SRSF6	Patient3	0	172	0.0	85190.68845963349	0	2019	0	0	0	59	57	56	16.0	13.0	0.0	67276.64155005381	0.0	86000.43620467439	0.008849557522123894	0.1711249805090567	-0.750393101520405						
SRSF6	Patient30	0	127	0.0	70243.36283185841	0	1808	0	0	0	39	45	43	16.0	14.0	0.0	67276.64155005381	0.0	86000.43620467439	0.022727272727272728	0.41424552924278935	-0.45675689656403307						
SRSF6	Patient31	0	125	0.0	67276.64155005381	0	1858	0	0	0	43	37	45	16.0	16.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.0975609756097561	1.752360303178783	1.2435666925338722						
SRSF6	Patient4	0	100	0.0	68965.51724137932	0	1450	0	0	0	37	32	31	16.0	15.0	0.0	67276.64155005381	0.0	86000.43620467439	0.015873015873015872	0.2653560783627427	-0.6365826395633908						
SRSF6	Patient5	0	354	0.0	221804.51127819548	0	1596	0	0	0	121	113	120	16.0	1.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.030042918454935622	0.6761094299917763	-0.14048284062144809						
SRSF6	Patient6	0	77	0.0	48064.91885143571	0	1602	0	0	0	30	22	25	16.0	20.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.06382978723404255	0.9824832453819167	0.3137243624146036	1.0	1.0	1.0	1.0	1.0	
SRSF6	Patient7	0	262	0.0	151796.06025492467	0	1726	0	0	0	97	81	84	16.0	7.0	0.0	67276.64155005381	0.0	86000.43620467439	-0.01818181818181818	0.38186227281573	-0.4958687551498121						
SRSF6	Patient8	0	217	0.0	159676.23252391466	0	1359	0	0	0	72	78	67	16.0	6.0	0.0	67276.64155005381	0.0	86000.43620467439	0.07586206896551724	1.5531429062764748	1.002955848685589						
SRSF6	Patient9	0	3	0.0	1742.1602787456445	0	1722	0	0	0	2	0	1	16.0	31.0	0.0	67276.64155005381	0.0	86000.43620467439	-1.0	0.0	-0.9570744787697834						
VTA1	Patient1	0	979	0.0	570180.5474665114	0	1717	0	0	0	332	305	342	16.0	15.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.0571870170015456	1.537690847441091	1.3979561086010746	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient10	0	741	0.0	531563.8450502153	0	1394	0	0	0	237	269	235	16.0	19.0	0.0	554969.8795180722	0.0	564732.2394849113	0.06746031746031746	1.7431413140631973	1.7617022860053215						
VTA1	Patient11	0	810	0.0	592538.405267008	0	1367	0	0	0	265	274	271	16.0	10.0	0.0	554969.8795180722	0.0	564732.2394849113	0.005504587155963303	0.14385073053718953	-1.1227793992430501						
VTA1	Patient12	0	1046	0.0	584031.2674483529	0	1791	0	0	0	359	340	347	16.0	13.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.010189228529839884	0.2762747766055727	-0.888325122522535						
VTA1	Patient13	0	1281	0.0	577547.3399458972	0	2218	0	0	0	435	412	434	16.0	14.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.026004728132387706	0.7281095482779469	-0.0883601785808466						
VTA1	Patient14	0	1194	0.0	699063.2318501171	0	1708	0	0	0	387	391	416	16.0	2.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.030978934324659233	0.8612925455454212	0.2004056685243398	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient15	0	1275	0.0	495530.5091333074	0	2573	0	0	0	421	433	421	16.0	25.0	0.0	554969.8795180722	0.0	564732.2394849113	0.01405152224824356	0.39392573400397496	-0.6800263207469538						
VTA1	Patient16	0	567	0.0	446105.4287962235	0	1271	0	0	0	204	184	179	16.0	29.0	0.0	554969.8795180722	0.0	564732.2394849113	0.013774104683195593	0.33614232075119554	-0.7823307644099057						
VTA1	Patient17	0	645	0.0	525672.3716381418	0	1227	0	0	0	196	239	210	16.0	20.0	0.0	554969.8795180722	0.0	564732.2394849113	0.0645879732739421	1.6369284996235383	1.5736545006730318						
VTA1	Patient18	0	699	0.0	503965.39293439075	0	1387	0	0	0	217	256	226	16.0	21.0	0.0	554969.8795180722	0.0	564732.2394849113	0.06224066390041494	1.5960851225089754	1.5013420715899246	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient19	0	912	0.0	589147.2868217054	0	1548	0	0	0	317	292	303	16.0	11.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.018487394957983194	0.4900604513124288	-0.5098216163638419						
VTA1	Patient2	0	937	0.0	863594.470046083	0	1085	0	0	0	332	300	305	16.0	1.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.008264462809917356	0.21963666173458962	-0.9886018369950149						
VTA1	Patient20	0	862	0.0	495972.38204833143	0	1738	0	0	0	278	308	276	16.0	23.0	0.0	554969.8795180722	0.0	564732.2394849113	0.0547945205479452	1.449427049724514	1.2416867189498948						
VTA1	Patient21	0	737	0.0	554969.8795180722	0	1328	0	0	0	247	240	250	16.0	16.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.02040816326530612	0.5241715073663104	-0.4494286347813588						
VTA1	Patient22	0	1319	0.0	626305.7929724597	0	2106	0	0	0	433	446	440	16.0	8.0	0.0	554969.8795180722	0.0	564732.2394849113	0.006772009029345372	0.19089023125605642	-1.0394968501458797						
VTA1	Patient23	0	581	0.0	501294.21915444353	0	1159	0	0	0	221	193	167	16.0	22.0	0.0	554969.8795180722	0.0	564732.2394849113	0.07222222222222222	1.7628698050868008	1.7966312073836759	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient24	0	804	0.0	484045.7555689343	0	1661	0	0	0	285	266	253	16.0	27.0	0.0	554969.8795180722	0.0	564732.2394849113	0.025048169556840076	0.6495119569763419	-0.2275157320297767						
VTA1	Patient25	0	856	0.0	439876.67009249737	0	1946	0	0	0	292	278	286	16.0	30.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.014184397163120567	0.3727622213287474	-0.7174959209023035						
VTA1	Patient26	0	695	0.0	473110.9598366235	0	1469	0	0	0	245	218	232	16.0	28.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.03111111111111111	0.787943974353085	0.07054340620906503						
VTA1	Patient27	0	847	0.0	588603.1966643502	0	1439	0	0	0	296	263	288	16.0	12.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.045372050816696916	1.1886084714538832	0.779912343832733						
VTA1	Patient28	0	786	0.0	653910.1497504159	0	1202	0	0	0	253	275	258	16.0	4.0	0.0	554969.8795180722	0.0	564732.2394849113	0.03189493433395872	0.8307643004750322	0.14635598623454932						
VTA1	Patient29	0	1270	0.0	683898.761443188	0	1857	0	0	0	421	410	439	16.0	3.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.03415783274440518	0.9570554077625144	0.3699520104794922						
VTA1	Patient3	0	1000	0.0	495294.7003467063	0	2019	0	0	0	328	336	336	16.0	26.0	0.0	554969.8795180722	0.0	564732.2394849113	0.0	0.0	-1.3774644053664726						
VTA1	Patient30	0	1148	0.0	634955.7522123894	0	1808	0	0	0	372	402	374	16.0	6.0	0.0	554969.8795180722	0.0	564732.2394849113	0.03608247422680412	0.9973276794301381	0.44125330813693586	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient31	0	1178	0.0	634015.0699677072	0	1858	0	0	0	432	371	375	16.0	7.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.005361930294906166	0.14724936814357859	-1.1167621754419468						
VTA1	Patient4	0	891	0.0	614482.7586206896	0	1450	0	0	0	292	292	307	16.0	9.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.025041736227045076	0.6645755756687609	-0.20084587915803342						
VTA1	Patient5	0	676	0.0	423558.8972431078	0	1596	0	0	0	212	225	239	16.0	31.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.03017241379310345	0.7680899988829979	0.017816772371781375	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient6	0	866	0.0	540574.2821473158	0	1602	0	0	0	276	292	298	16.0	17.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.010169491525423728	0.2691860242276231	-0.9008756249499018						
VTA1	Patient7	0	856	0.0	495944.3800695249	0	1726	0	0	0	299	258	299	16.0	24.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.07360861759425494	1.933859995250038	2.0993661150629293	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient8	0	726	0.0	534216.3355408389	0	1359	0	0	0	253	223	250	16.0	18.0	0.0	554969.8795180722	0.0	564732.2394849113	-0.05708245243128964	1.4589303309566788	1.258512099187924	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient9	0	1124	0.0	652729.3844367014	0	1722	0	0	0	371	388	365	16.0	5.0	0.0	554969.8795180722	0.0	564732.2394849113	0.03054448871181939	0.8402701936652428	0.16318599089505034	1.0	1.0	1.0	1.0	1.0	
novelGene_SRSF6_AS	Patient1	0	0	0.0	0.0	0	1717	0	0	0	0	0	0	16.0	31.0	0.0	4385.964912280701	0.0	5697.974598404766		0.0	0.0						
novelGene_SRSF6_AS	Patient10	0	3	0.0	2152.080344332855	0	1394	0	0	0	1	0	2	16.0	25.0	0.0	4385.964912280701	0.0	5697.974598404766	-1.0	0.0	0.0						
novelGene_SRSF6_AS	Patient11	0	6	0.0	4389.1733723482075	0	1367	0	0	0	1	3	2	16.0	15.0	0.0	4385.964912280701	0.0	5697.974598404766	0.2	0.0	0.0						
novelGene_SRSF6_AS	Patient12	0	2	0.0	1116.6945840312674	0	1791	0	0	0	0	1	1	16.0	29.0	0.0	4385.964912280701	0.0	5697.974598404766	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	
novelGene_SRSF6_AS	Patient13	0	2	0.0	901.7132551848512	0	2218	0	0	0	0	0	2	16.0	30.0	0.0	4385.964912280701	0.0	5697.974598404766	-1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	
novelGene_SRSF6_AS	Patient14	0	6	0.0	3512.88056206089	0	1708	0	0	0	2	0	4	16.0	20.0	0.0	4385.964912280701	0.0	5697.974598404766	-1.0	0.0	0.0						
novelGene_SRSF6_AS	Patient15	0	15	0.0	5829.770695685969	0	2573	0	0	0	6	3	6	16.0	13.0	0.0	4385.964912280701	0.0	5697.974598404766	-0.3333333333333333	0.0	0.0						
novelGene_SRSF6_AS	Patient16	0	3	0.0	2360.346184107002	0	1271	0	0	0	1	0	2	16.0	24.0	0.0	4385.964912280701	0.0	5697.974598404766	-1.0	0.0	0.0						
novelGene_SRSF6_AS	Patient17	0	14	0.0	11409.942950285247	0	1227	0	0	0	1	6	7	16.0	5.0	0.0	4385.964912280701	0.0	5697.974598404766	-0.07692307692307693	0.7128714979224281	1.1469815552753142						
novelGene_SRSF6_AS	Patient18	0	12	0.0	8651.766402307137	0	1387	0	0	0	6	3	3	16.0	7.0	0.0	4385.964912280701	0.0	5697.974598404766	0.0	0.0	0.0						
novelGene_SRSF6_AS	Patient19	0	22	0.0	14211.886304909562	0	1548	0	0	0	8	5	9	16.0	2.0	0.0	4385.964912280701	0.0	5697.974598404766	-0.2857142857142857	2.805889582335812	4.514563433182083	1.0	1.0	1.0	1.0	1.0	
